"ブロック","選択なし",,,,,,,,,,,,,,,,,,,,,,,,,
"店舗","佐野薬局",,,,,,,,,,,,,,,,,,,,,,,,,
"薬品名","","部分一致",,,,,,,,,,,,,,,,,,,,,,,,
"メーカー名","","部分一致",,,,,,,,,,,,,,,,,,,,,,,,
"非表示設定","非表示以外",,,,,,,,,,,,,,,,,,,,,,,,,
"薬品区分","- すべて -",,,,,,,,,,,,,,,,,,,,,,,,,
"剤型","- すべて -",,,,,,,,,,,,,,,,,,,,,,,,,
"経過措置日","- すべて -",,,,,,,,,,,,,,,,,,,,,,,,,
"管理区分","- すべて -",,,,,,,,,,,,,,,,,,,,,,,,,
"集計期間","2025年09月01日 ～ 2025年12月07日",,,,,,,,,,,,,,,,,,,,,,,,,
"在庫数量","すべて",,,,,,,,,,,,,,,,,,,,,,,,,
"算定時除外対象薬","すべて",,,,,,,,,,,,,,,,,,,,,,,,,
"後発品(GE)","すべて",,,,,,,,,,,,,,,,,,,,,,,,,
"ハイリスク薬","すべて",,,,,,,,,,,,,,,,,,,,,,,,,
"新薬創出・適応外薬解消等促進加算","すべて",,,,,,,,,,,,,,,,,,,,,,,,,
"管理薬剤","すべて",,,,,,,,,,,,,,,,,,,,,,,,,
"日本薬局方","すべて",,,,,,,,,,,,,,,,,,,,,,,,,
"日本薬局方","すべて",,,,,,,,,,,,,,,,,,,,,,,,,
"漢方","すべて",,,,,,,,,,,,,,,,,,,,,,,,,
"オーファン","すべて",,,,,,,,,,,,,,,,,,,,,,,,,
"不動在庫商品のみ","すべて",,,,,,,,,,,,,,,,,,,,,,,,,
"出力日","2025/12/08",,,,,,,,,,,,,,,,,,,,,,,,,
"後発品構成比　 　　　","88.15%","後発品処方換算数量　 　 　　","256,858.70","処方換算数量合計　 　　　","291,375.94","後発品構成比（臨時）","89.64%","後発品処方換算数量（臨時）","226,576.70","処方換算数量合計（臨時）","252,754.94",,,,,,,,,,,,,,,
"No.","管理区分","レセ電コード","メーカー","薬品名","薬品区分","剤型","GE","ハイ","新創","局方","漢方","ｵｰﾌｧﾝ","除外","薬価","原価","単位","在庫数量","在庫金額","回転数","処方数量","処方金額","他出庫数量","他出庫金額","入庫数量","入庫金額","経過措置日"
"1","調剤","622036601","ノバルティスＰ","レボレード錠２５ｍｇ","劇薬","内服","","","","","","ｵｰﾌｧﾝ","除外","4683.20","4683.20","錠","91.00","426171","5.09","392.00","1835815","","","420.00","1966944",""
"2","調剤","622546701","","インチュニブ錠１ｍｇ","劇薬","内服","","ハイ","","","","","除外","398.80","398.80","錠","527.00","210168","1.34","722.00","287933","","","700.00","279160",""
"3","調剤","622507901","第一三共","ビムパット錠５０ｍｇ","劇薬","内服","","ハイ","新創","","","","除外","217.80","217.80","錠","722.00","157252","2.07","1612.00","351094","","","1500.00","326700",""
"4","調剤","622796601","アストラゼネカ","ロケルマ懸濁用散分包５ｇ","無し","内服","","","","","","","除外","1024.30","1024.29","包","81.00","82967","3.61","202.00","206909","","","252.00","258120",""
"5","調剤","622931501","田辺ファーマ","マンジャロ皮下注７．５ｍｇアテオス　０．５ｍＬ","劇薬","注射","","ハイ","","","","","除外","5772.00","5772.00","キット","13.00","75036","","","","","","","",""
"6","調剤","622043301","日本ベーリンガー","プラザキサカプセル７５ｍｇ","無し","内服","","ハイ","新創","","","","除外","122.40","122.39","カプセル","570.00","69762","1.60","532.00","65117","","","1008.00","123372",""
"7","調剤","620754301","ＥＡファーマ","エレンタール配合内用剤","無し","内服","","","","","","","","5.86","5.86","ｇ","10400.00","60944","1.88","10080.00","59069","","","20160.00","118134",""
"8","調剤","622028301","ヤンセンファーマ","インヴェガ錠６ｍｇ","劇薬","内服","","ハイ","新創","","","","除外","419.70","419.70","錠","123.00","51623","1.42","112.00","47006","","","200.00","83940",""
"9","調剤","622576101","第一三共","リクシアナＯＤ錠３０ｍｇ","無し","内服","","ハイ","新創","","","","除外","411.30","411.30","錠","123.00","50590","5.20","575.00","236496","","","600.00","246780",""
"10","調剤","622496901","ＭｅｉｊｉＳｅｉｋａ","シクレスト舌下錠１０ｍｇ","劇薬","内服","","ハイ","","","","","除外","307.00","307.00","錠","151.00","46357","0.62","91.00","27937","","","100.00","30700",""
"11","調剤","622484601","エーザイ","フィコンパ錠２ｍｇ","無し","内服","","ハイ","新創","","","","除外","195.70","195.70","錠","234.50","45892","2.27","290.00","56753","","","504.00","98631",""
"12","調剤","622954801","ユーシービーＪ","ブリィビアクト錠５０ｍｇ","無し","内服","","ハイ","","","","","除外","609.30","609.30","錠","74.00","45088","1.70","126.00","76772","","","200.00","121860",""
"13","調剤","613990096","アステラス製薬","プログラフカプセル１ｍｇ","劇薬","内服","","ハイ","","局方","","ｵｰﾌｧﾝ","除外","372.90","372.90","カプセル","114.00","42511","2.61","310.00","115598","","","300.00","111870",""
"14","調剤","622927301","第一三共","タリージェＯＤ錠５ｍｇ","無し","内服","","","","","","","除外","92.50","92.50","錠","458.00","42365","1.07","366.00","33855","","","600.00","55500",""
"15","調剤","622508001","第一三共","ビムパット錠１００ｍｇ","劇薬","内服","","ハイ","新創","","","","除外","355.50","355.50","錠","116.00","41238","5.35","428.00","152154","","","500.00","177750",""
"16","調剤","622081001","第一三共","リクシアナ錠３０ｍｇ","無し","内服","","ハイ","新創","","","","除外","411.30","411.30","錠","99.00","40719","0.63","90.00","37017","","","","",""
"17","調剤","622946001","持田製薬","コレチメント錠９ｍｇ","無し","内服","","ハイ","","","","","除外","604.60","532.06","錠","73.00","38840","","","","","","","",""
"18","調剤","622085301","","リパクレオン顆粒３００ｍｇ分包","無し","内服","","","新創","","","","除外","56.40","51.61","包","741.00","38243","0.88","504.00","28425","","","840.00","43351",""
"19","調剤","622225001","","エリキュース錠５ｍｇ","無し","内服","","ハイ","","","","","除外","207.00","207.00","錠","184.00","38088","5.02","884.00","182988","","","900.00","186300",""
"20","調剤","622336601","第一三共","エフィエント錠３．７５ｍｇ","無し","内服","","ハイ","","","","","除外","248.80","248.80","錠","152.00","37818","4.08","581.00","144552","","","600.00","149280",""
